#  m  [GeV] ,  tau  [ps] ,  c ,  BR_theo(K+->pi+  a) ,  BR_Na62(K+->pi+  a) ,  Allowed/excluded  (1/0) 

0.02,257828.8547514628,0.1,1.918014308136414e-07,4.04e-09,0
0.02,124605.7345120239,0.14384498882876628,3.969004495023543e-07,4.04e-09,0
0.02,64456.23021413151,0.20000000000000004,7.673231153960185e-07,4.04e-09,0
0.02,60220.689118240894,0.20691380811147897,8.212955915377558e-07,4.04e-09,0
0.02,47258.705267240905,0.23357214690901212,1.04657440146571e-06,4.04e-09,0
0.02,46835.21069014498,0.23462576957740608,1.0560383341678051e-06,4.04e-09,0
0.02,34031.4299656454,0.2752462587489502,1.4533815673798573e-06,4.04e-09,0
0.02,29104.105457020898,0.29763514416313175,1.6994521394432906e-06,4.04e-09,0
0.02,24727.945850049553,0.3228993264113713,2.0002228209067925e-06,4.04e-09,0
0.02,17967.844880382287,0.3788025147764701,2.752808805115767e-06,4.04e-09,0
0.02,14065.765951160676,0.42813323987193935,3.5165143987412407e-06,4.04e-09,0
0.02,13055.816237374183,0.4443841577364301,3.7885481547128377e-06,4.04e-09,0
0.02,9486.633994799315,0.5213198749845864,5.213973233208251e-06,4.04e-09,0
0.02,6893.191254055017,0.6115753843212784,7.17569742188062e-06,4.04e-09,0
0.02,6797.87130072615,0.6158482110660264,7.276317618450495e-06,4.04e-09,0
0.02,5008.74091914693,0.7174567260048892,9.87549488908741e-06,4.04e-09,0
0.02,3639.459210311151,0.8416691823869162,1.3591053847113965e-05,4.04e-09,0
0.02,3285.358631667136,0.8858667904100825,1.5055942288971503e-05,4.04e-09,0
0.02,3285.3586316671317,0.8858667904100832,1.5055942288940364e-05,4.04e-09,0
0.02,2644.509832294384,0.9873863982355817,1.870453784074865e-05,4.04e-09,0
0.02,1921.5582369011056,1.1583314677814325,2.5741892695090774e-05,4.04e-09,0
0.02,1587.789174591937,1.2742749857031335,3.115316445959135e-05,4.04e-09,0
0.02,1396.246014992623,1.358872060269724,3.542694197765099e-05,4.04e-09,0
0.02,1014.5427876470579,1.5941320144900963,4.875583487753753e-05,4.04e-09,0
0.02,767.3668481814393,1.8329807108324356,6.446069018521744e-05,4.04e-09,0
0.02,737.1889403073783,1.8701222535385973,6.709950372067956e-05,4.04e-09,0
0.02,535.6576024817703,2.193894364701632,9.234466922467825e-05,4.04e-09,0
0.02,389.2205403664241,2.5737207684482724,0.00012708789636370983,4.04e-09,0
0.02,370.8628482657367,2.636650898730358,0.00013337877629860927,4.04e-09,0
0.02,282.8161742065778,3.019306079872643,0.00017490266014127303,4.04e-09,0
0.02,228.39516229509653,3.359818286283788,0.00021657791884276275,4.04e-09,0
0.02,205.50043548128053,3.5420350628993003,0.00024070688989117335,4.04e-09,0
0.02,179.2353613997897,3.79269019073225,0.0002759801238115773,4.04e-09,0
0.02,149.3211273011191,4.155263512514519,0.0003312687952918708,4.04e-09,0
0.02,108.50001092391446,4.874659497103173,0.00045590299995800453,4.04e-09,0
0.02,86.62317761375277,5.455594781168517,0.0005710424498197479,1.6e-10,0
0.02,78.83849244661793,5.718603679678214,0.0006274285823625988,1.6e-10,0
0.02,57.28578206337887,6.708658946263436,0.0008634875617326355,1.6e-10,0
0.02,41.86436999020755,7.847599703514611,0.0011815677884965876,1.6e-10,0
0.02,41.62510931618164,7.870121340497041,0.0011883594397156772,1.6e-10,0
0.02,30.245720335711088,9.232666380908421,0.0016354584294204454,1.6e-10,0
0.02,21.97720610756791,10.831107274360415,0.0022507702203007638,1.6e-10,0
0.02,20.23275545903886,11.288378916846883,0.002444829942066759,1.6e-10,0
0.02,15.96912179853133,12.706284398111263,0.003097581761530863,1.6e-10,0
0.02,15.877856062281582,12.742749857031322,0.003115386646502932,1.6e-10,0
0.02,11.603515542535101,14.906108776881215,0.004262990538225946,1.6e-10,0
0.02,9.778348724826353,16.23776739188721,0.005058695102187656,1.6e-10,0
0.02,8.431369951344998,17.486786215901404,0.005866862840911496,1.6e-10,0
0.02,6.126419129356361,20.51425336670721,0.008074162416677346,1.6e-10,0
0.02,4.725807440637746,23.357214690901213,0.010467144959623923,1.6e-10,0
0.02,4.45159110727894,24.065862417347876,0.011111917544883686,1.6e-10,0
0.02,3.2346241801401208,28.232357451071085,0.015292571657758,1.6e-10,0
0.02,2.35034920431781,33.12019296970983,0.021046119195531184,1.6e-10,0
0.02,2.2839496730897353,33.59818286283781,0.021657977275004566,1.6e-10,0
0.02,1.7078155260646577,38.85425382035179,0.028964331976271587,1.6e-10,0
0.02,1.240936398653467,45.58104601977953,0.03986162491067524,1.6e-10,0
0.02,1.1038169119036645,48.32930238571752,0.04481335854188091,1.6e-10,0
0.02,1.1038169119036645,48.32930238571752,0.04481335854188091,1.6e-10,0
0.02,0.9016917370487306,53.47244000266971,0.05485882130199534,1.6e-10,0
0.02,0.65518909009621,62.730061934040236,0.07549843327791692,1.6e-10,0
0.02,0.5334670024063616,69.51927961775606,0.09272504540590322,1.6e-10,0
